Sweet Emotion|Aerosmith|E Standard|E Standard|E Standard
Same Old Song and Dance|Aerosmith|E Standard|E Standard|E Standard
Walk This Way|Aerosmith|E Standard|E Standard|E Standard
Oh Yeah|Aerosmith|E Standard|E Standard|E Standard
Totalimmortal|AFI|E Standard|X|E Standard
Thrash Unreal|Against Me!|E Standard|E Standard|E Standard
Too Much, Too Young, Too Fast|Airbourne|E Standard|E Standard|E Standard
Runnin' Wild|Airbourne|E Standard|E Standard|E Standard
Blonde, Bad and Beautiful|Airbourne|E Standard|E Standard|E Standard
Gimme All Your Love|Alabama Shakes|E Standard|E Standard|E Standard
Hold On|Alabama Shakes|E Standard|E Standard|E Standard
Always Alright|Alabama Shakes|E Standard|E Standard|E Standard
Born Under a Bad Sign|Albert King with Stevie Ray Vaughan|E Standard|X|E Standard
The Sky is Crying|Albert King|E Standard|X|E Standard
Got The Time|Anthrax|E Standard|E Standard|E Standard
Caught In A Mosh|Anthrax|E Standard|E Standard|E Standard
Indians|Anthrax|E Standard|E Standard|E Standard
Madhouse|Anthrax|E Standard|E Standard|E Standard
R U Mine?|Arctic Monkeys|E Standard|E Standard|E Standard
Heat Of The Moment|Asia|E Standard|E Standard|E Standard
Like a Stone|Audioslave|E Standard|E Standard|E Standard
Cochise|Audioslave|E Standard|E Standard|E Standard
I Am The Highway|Audioslave|E Standard|E Standard|E Standard
When You're Gone|Avril Lavigne|E Standard|E Standard|E Standard
Complicated|Avril Lavigne|E Standard|D Standard|Drop D
I'm With You|Avril Lavigne|E Standard|E Standard|Drop D
My Happy Ending|Avril Lavigne|E Standard|E Standard|E Standard
Sail|AWOLNATION|E Standard|E Standard|E Standard
Giri Giri chop|B'z|E Standard|X|E Standard
Easy Come, Easy Go!|B'z|E Standard|E Standard|Drop D
Juice|B'z|E Standard|E Standard|E Standard
The Thrill is Gone|B.B. King|E Standard|X|E Standard
Sorrow|Bad Religion|E Standard|E Standard|E Standard
You|Bad Religion|E Standard|E Standard|E Standard
21st Century (Digital Boy)|Bad Religion|E Standard|E Standard|E Standard
American Jesus|Bad Religion|E Standard|E Standard|E Standard
The Funeral|Band of Horses|E Standard|E Standard|Eb Standard
Must Be Christmas|Band of Merrymakers|E Standard|E Standard|E Standard
Joy to the World|Band of Merrymakers|E Standard|E Standard|E Standard
Sabotage|Beastie Boys|E Standard|E Standard|E Standard
When I'm With You|Best Coast|E Standard|E Standard|X
Rock Around The Clock|Bill Haley & His Comets|E Standard|E Standard|E Standard
Lovely Day|Bill Withers|E Standard|E Standard|E Standard
Ain't No Sunshine|Bill Withers|E Standard|E Standard|E Standard
White Wedding ' Part 1|Billy Idol|E Standard|E Standard|E Standard
The Stroke|Billy Squier|E Standard|E Standard|E Standard
Rise Above|Black Flag|E Standard|E Standard|E Standard
Little Black Submarine|Black Keys|E Standard|E Standard|E Standard
No Rain|Blind Melon|E Standard|E Standard|E Standard
Dammit|blink-182|E Standard|E Standard|E Standard
What's My Age Again?|blink-182|E Standard|E Standard|E Standard
All The Small Things|blink-182|E Standard|E Standard|E Standard
The Rock Show|blink-182|E Standard|E Standard|E Standard
First Date|blink-182|E Standard|E Standard|E Standard
Call Me|Blondie|E Standard|E Standard|E Standard
Godzilla|Blue 'yster Cult|E Standard|E Standard|E Standard
(Don't Fear) The Reaper|Blue 'yster Cult|E Standard|E Standard|E Standard
Burnin' For You|Blue 'yster Cult|E Standard|E Standard|E Standard
Hooked On A Feeling|Blue Swede|E Standard|E Standard|E Standard
Song 2|Blur|E Standard|X|Eb Standard
Just Like a Woman|Bob Dylan|E Standard|E Standard (Capo Required)|E Standard
Like a Rolling Stone|Bob Dylan|E Standard|E Standard|E Standard
Subterranean Homesick Blues|Bob Dylan|E Standard|E Standard|E Standard
Knockin' on Heaven's Door|Bob Dylan|E Standard|E Standard|E Standard
Three Little Birds|Bob Marley & the Wailers|E Standard|E Standard|E Standard
Buffalo Soldier|Bob Marley & the Wailers|E Standard|E Standard|E Standard
No Woman, No Cry|Bob Marley & the Wailers|E Standard|E Standard|E Standard
Is This Love|Bob Marley & the Wailers|E Standard|E Standard|E Standard
Could You Be Loved|Bob Marley & the Wailers|E Standard|E Standard|E Standard
Redemption Song|Bob Marley & the Wailers|E Standard|E Standard|E Standard
Ain't No Love in the Heart of the City|Bobby 'Blue' Bland|E Standard|E Standard|E Standard
Your Eyes|Bombay Bicycle Club|E Standard|E Standard|E Standard
Livin' On A Prayer|Bon Jovi|E Standard|E Standard|E Standard
Wanted Dead Or Alive|Bon Jovi|E Standard|E Standard|E Standard
You Give Love A Bad Name|Bon Jovi|E Standard|E Standard|E Standard
It's My Life|Bon Jovi|E Standard|E Standard|Drop C
Green Onions|Booker T. & The M.G.'s|E Standard|E Standard|E Standard
Don't Look Back|Boston|E Standard|E Standard|E Standard
Hitch a Ride|Boston|E Standard|E Standard|E Standard
Amanda|Boston|E Standard|E Standard|Drop D
Foreplay/Long Time|Boston|E Standard|E Standard|E Standard
More Than a Feeling|Boston|E Standard|E Standard|E Standard
The Star-Spangled Banner/4th of July Reprise|Boston|E Standard|E Standard|Drop D
Peace of Mind|Boston|E Standard|E Standard|E Standard
Stray Cat Strut|Brian Setzer|E Standard|E Standard|E Standard
Rock This Town|Brian Setzer|E Standard|E Standard|E Standard
Can You Feel My Heart|Bring Me The Horizon|E Standard|E Standard|E Standard
Only In America|Brooks & Dunn|E Standard|E Standard|E Standard
Comedown|Bush|E Standard|E Standard|E Standard
Everything Zen|Bush|E Standard|E Standard|E Standard
Glycerine|Bush|E Standard|E Standard|E Standard
Swallowed|Bush|E Standard|E Standard|E Standard
Short Skirt/Long Jacket|Cake|E Standard|X|E Standard
Never There|Cake|E Standard|E Standard|E Standard
The Distance|Cake|E Standard|X|E Standard
I Will Survive|Cake|E Standard|E Standard|E Standard
Stickshifts and Safetybelts|Cake|E Standard|X|E Standard
Far Behind|Candlebox|E Standard|E Standard|E Standard
Blue Suede Shoes|Carl Perkins|E Standard|E Standard|E Standard
Surrender|Cheap Trick|E Standard|E Standard|E Standard
25 or 6 to 4|Chicago|E Standard|E Standard|E Standard
Don't Know What You Got (Till it's Gone)|Cinderella|E Standard|E Standard|E Standard
Nobody's Fool|Cinderella|E Standard|E Standard|E Standard
In My Place|Coldplay|E Standard|E Standard (Capo Required)|E Standard
Clocks|Coldplay|E Standard|E Standard|E Standard
The Scientist|Coldplay|E Standard|EADGCf|E Standard
Yellow|Coldplay|E Standard|EABGBd#|E Standard
Fix You|Coldplay|E Standard|EABGBd#|E Standard
Viva La Vida|Coldplay|E Standard|E Standard|Eb Standard
December|Collective Soul|E Standard|E Standard|E Standard
Gel|Collective Soul|E Standard|E Standard|E Standard
The World I Know|Collective Soul|E Standard|E Standard|E Standard
One Last Breath|Creed|E Standard|Drop D|Drop D
Born on the Bayou|Creedence Clearwater Revival|E Standard|E Standard|E Standard
Don't Stop|Crimson|E Standard|X|E Standard
I Want Some More|Dan Auerbach|E Standard|E Standard|E Standard
Kiss On My List|Daryl Hall and John Oates|E Standard|E Standard|E Standard
You Make My Dreams|Daryl Hall and John Oates|E Standard|E Standard|E Standard
Ziggy Stardust|David Bowie|E Standard|E Standard|E Standard
Space Oddity|David Bowie|E Standard|E Standard|E Standard
Suffragette City|David Bowie|E Standard|E Standard|E Standard
Moonage Daydream|David Bowie|E Standard|E Standard|E Standard
Rebel Rebel|David Bowie|E Standard|E Standard|E Standard
The Man Who Sold The World|David Bowie|E Standard|E Standard|E Standard
Highway Star|Deep Purple|E Standard|E Standard|E Standard
Smoke on the Water|Deep Purple|E Standard|E Standard|E Standard
Hysteria|Def Leppard|E Standard|E Standard|E Standard
Pour Some Sugar On Me|Def Leppard|E Standard|E Standard|E Standard
Rock Of Ages|Def Leppard|E Standard|E Standard|E Standard
Girl U Want|Devo|E Standard|E Standard|E Standard
Misirlou|Dick Dale and His Del-Tones|E Standard|X|E Standard
Rainbow in The Dark|Dio|E Standard|E Standard|E Standard
Holy Diver|Dio|E Standard|E Standard|E Standard
Sea to Swallow|Disonaur|E Standard|E Standard|E Standard
Space Ostrich|Disonaur|E Standard|E Standard|E Standard
Drift Away|Dobie Gray|E Standard|E Standard|E Standard
American Pie|Don McLean|E Standard|E Standard|E Standard
Long Train Runnin'|Doobie Brothers|E Standard|E Standard|E Standard
On The Backs Of Angels|Dream Theater|E Standard|E Standard|E Standard
Pull Me Under|Dream Theater|E Standard|E Standard|E Standard
Metropolis Part I: 'The Miracle and the Sleeper'|Dream Theater|E Standard|E Standard|E Standard
I'm Shipping Up To Boston|Dropkick Murphys|E Standard|E Standard|E Standard
Rio|Duran Duran|E Standard|E Standard|E Standard
Ordinary World|Duran Duran|E Standard|E Standard|E Standard
Hungry Like The Wolf|Duran Duran|E Standard|E Standard|E Standard
Save Tonight|Eagle-Eye Cherry|E Standard|E Standard|E Standard
September|Earth, Wind & Fire|E Standard|E Standard|E Standard
Shining Star|Earth, Wind & Fire|E Standard|E Standard|E Standard
Sing A Song|Earth, Wind & Fire|E Standard|E Standard|E Standard
Summertime Blues|Eddie Cochran|E Standard|E Standard|E Standard
Free Ride|Edgar Winter|E Standard|E Standard|E Standard
In the Hall of The Mountain King|Edvard Grieg|E Standard|E Standard|E Standard
Suspicious Minds|Elvis Presley|E Standard|E Standard|E Standard
Cliffs of Dover|Eric Johnson|E Standard|X|E Standard
The Final Countdown|Europe|E Standard|E Standard|E Standard
Going Under|Evanescence|E Standard|E Standard|E Standard
Bring Me to Life|Evanescence|E Standard|E Standard|E Standard
My Immortal|Evanescence|E Standard|E Standard|E Standard
Inside Out|Eve 6|E Standard|E Standard|E Standard
Santa Monica|Everclear|E Standard|E Standard|E Standard
Father of Mine|Everclear|E Standard|E Standard|E Standard
Digging the Grave|Faith No More|E Standard|E Standard|E Standard
Epic|Faith No More|E Standard|E Standard|E Standard
Midlife Crisis|Faith No More|E Standard|E Standard|E Standard
Falling to Pieces|Faith No More|E Standard|E Standard|E Standard
From Out of Nowhere|Faith No More|E Standard|E Standard|E Standard
Dance, Dance|Fall Out Boy|E Standard|E Standard|E Standard
I Don't Care|Fall Out Boy|E Standard|E Standard|E Standard
My Songs Know What You Did in the Dark (Light Em Up)|Fall Out Boy|E Standard|E Standard|E Standard
Paralyzer|Finger Eleven|E Standard|E Standard|E Standard
Go Your Own Way|Fleetwood Mac|E Standard|E Standard (Capo Required)|E Standard
Drunken Lullabies|Flogging Molly|E Standard|E Standard|E Standard
Hocus Pocus|Focus|E Standard|E Standard|E Standard
Walk|Foo Fighters|E Standard|E Standard|E Standard
Rope|Foo Fighters|E Standard|E Standard|E Standard
The Pretender|Foo Fighters|E Standard|E Standard|E Standard
Long Road To Ruin|Foo Fighters|E Standard|E Standard|E Standard
Wheels|Foo Fighters|E Standard|E Standard|E Standard
Best of You|Foo Fighters|E Standard|E Standard|E Standard
My Hero|Foo Fighters|E Standard|E Standard|E Standard
Learn To Fly|Foo Fighters|E Standard|E Standard|E Standard
Times Like These|Foo Fighters|E Standard|E Standard|E Standard
Jukebox Hero|Foreigner|E Standard|E Standard|E Standard
Hot Blooded|Foreigner|E Standard|E Standard|E Standard
Feels Like the First Time|Foreigner|E Standard|E Standard|E Standard
Cold As Ice|Foreigner|E Standard|E Standard|E Standard
Double Vision|Foreigner|E Standard|E Standard|E Standard
Pumped Up Kicks|Foster the People|E Standard|E Standard|E Standard
I Can't Help Myself (Sugar Pie Honey Bunch)|Four Tops|E Standard|E Standard|E Standard
Reach Out I'll Be There|Four Tops|E Standard|E Standard|E Standard
It's The Same Old Song|Four Tops|E Standard|E Standard|E Standard
Bernadette|Four Tops|E Standard|E Standard|E Standard
Take Me Out|Franz Ferdinand|E Standard|E Standard|E Standard
Hide Away|Freddie King|E Standard|E Standard|E Standard
Funeral March|Fr'd'ric Chopin|E Standard|E Standard|E Standard
All Right Now|Free|E Standard|E Standard|E Standard
Some Nights|fun.|E Standard|E Standard|E Standard
I Think I'm Paranoid|Garbage|E Standard|E Standard|Drop D
Stupid Girl|Garbage|E Standard|X|E Standard
Only Happy When it Rains|Garbage|E Standard|E Standard|E Standard
Bright Lights|Gary Clark Jr.|E Standard|E Standard|E Standard
Be-Bop-A-Lula|Gene Vincent and His Blue Caps|E Standard|E Standard|E Standard
Little Green Bag|George Baker Selection|E Standard|E Standard|E Standard
All My Ex's Live in Texas|George Strait|E Standard|E Standard|E Standard
Hey Jealousy|Gin Blossoms|E Standard|E Standard|E Standard
Brand New Kind of Blue|Gold Motel|E Standard|E Standard|E Standard
Death Mental|Golden Bomber|E Standard|E Standard|E Standard
Memeshikute|Golden Bomber|E Standard|E Standard|C# Standard
Superman|Goldfinger|E Standard|E Standard|E Standard
99 Red Balloons|Goldfinger|E Standard|E Standard|E Standard
Paris (Ooh La La)|Grace Potter & The Nocturnals|E Standard|E Standard|E Standard
Sugar Magnolia|Grateful Dead|E Standard|E Standard|E Standard
Friend of the Devil|Grateful Dead|E Standard|E Standard|E Standard
Casey Jones|Grateful Dead|E Standard|E Standard|E Standard
Uncle John's Band|Grateful Dead|E Standard|E Standard|E Standard
Truckin'|Grateful Dead|E Standard|E Standard|E Standard
Bang Bang|Green Day|E Standard|E Standard|E Standard
X-Kid|Green Day|E Standard|E Standard|E Standard
Wake Me Up When September Ends|Green Day|E Standard|E Standard|E Standard
Good Riddance (Time Of Your Life)|Green Day|E Standard|E Standard|E Standard
Oh Love|Green Day|E Standard|E Standard|E Standard
21 Guns|Green Day|E Standard|E Standard|E Standard
American Idiot|Green Day|E Standard|E Standard|E Standard
Burn Nice and Slow (The Formative Years)|Hail the Sun|E Standard|E Standard|E Standard
Eight-Ball, Coroner's Pocket|Hail the Sun|E Standard|E Standard|E Standard
I'm So Lonesome I Could Cry|Hank Williams|E Standard|E Standard|E Standard
Crazy On You|Heart|E Standard|E Standard|E Standard
Barracuda|Heart|E Standard|X|E Standard
Violet|Hole|E Standard|E Standard|E Standard
Celebrity Skin|Hole|E Standard|E Standard|E Standard
The Reason|Hoobastank|E Standard|E Standard|E Standard
Bambina|Hotei|E Standard|E Standard|E Standard
Thrill|Hotei|E Standard|E Standard|E Standard
Battle Without Honor or Humanity|Hotei|E Standard|E Standard|E Standard
Hip To Be Square|Huey Lewis & The News|E Standard|E Standard|E Standard
Search and Destroy|Iggy and The Stooges|E Standard|E Standard|E Standard
It's Time|Imagine Dragons|E Standard|E Standard|E Standard
Radioactive|Imagine Dragons|E Standard|E Standard|E Standard
Pardon Me|Incubus|E Standard|E Standard|E Standard
Megalomaniac|Incubus|E Standard|E Standard|E Standard
Love Hurts|Incubus|E Standard|E Standard|E Standard
Wish You Were Here|Incubus|E Standard|E Standard|E Standard
Anna Molly|Incubus|E Standard|X|E Standard
Drive|Incubus|E Standard|E Standard|E Standard
Stellar|Incubus|E Standard|E Standard|E Standard
Slow Hands|Interpol|E Standard|E Standard|Drop D
In-A-Gadda-Da-Vida|Iron Butterfly|E Standard|X|E Standard
The Trooper|Iron Maiden|E Standard|E Standard|E Standard
Run to the Hills|Iron Maiden|E Standard|E Standard|E Standard
Aces High|Iron Maiden|E Standard|E Standard|E Standard
The Number of the Beast|Iron Maiden|E Standard|E Standard|E Standard
Fear of the Dark|Iron Maiden|E Standard|E Standard|E Standard
2 Minutes to Midnight|Iron Maiden|E Standard|E Standard|E Standard
Bad Things|Jace Everett|E Standard|E Standard|E Standard
Banana Pancakes|Jack Johnson|E Standard|E Standard|E Standard
Sixteen Saltines|Jack White|E Standard|E Standard|E Standard
I Want You Back|Jackson 5|E Standard|E Standard|E Standard
The Can-Can|Jacques Offenbach|E Standard|E Standard|E Standard
Living In America|James Brown|E Standard|E Standard|E Standard
Funk #49|James Gang|E Standard|X|E Standard
Jane Says|Jane's Addiction|E Standard|E Standard|E Standard
Mountain Song|Jane's Addiction|E Standard|E Standard|E Standard
Been Caught Stealing|Jane's Addiction|E Standard|E Standard|E Standard
Angela|Jarvis Cocker|E Standard|X|E Standard
Stay In|JAWS|E Standard|E Standard|E Standard
Somebody To Love|Jefferson Airplane|E Standard|E Standard|E Standard
White Rabbit|Jefferson Airplane|E Standard|E Standard|E Standard
Well OK Honey|Jenny O.|E Standard|E Standard|E Standard
Are You Gonna Be My Girl|Jet|E Standard|E Standard|E Standard
The Wind Cries Mary|Jimi Hendrix|E Standard|E Standard|E Standard
Foxey Lady|Jimi Hendrix|E Standard|E Standard|E Standard
Fire|Jimi Hendrix|E Standard|E Standard|E Standard
Purple Haze|Jimi Hendrix|E Standard|E Standard|E Standard
Sloe Gin|Joe Bonamassa|E Standard|E Standard|Drop D
Satch Boogie|Joe Satriani|E Standard|E Standard|E Standard
Always With Me, Always With You|Joe Satriani|E Standard|E Standard|E Standard
Surfing with the Alien|Joe Satriani|E Standard|E Standard|E Standard
'Little' Fugue in G minor|Johann Sebastian Bach|E Standard|Drop D|E Standard
Boom Boom|John Lee Hooker|E Standard|E Standard|E Standard
Be Careful With A Fool|Johnny Winter|E Standard|E Standard|E Standard
Blaze Of Glory|Jon Bon Jovi|E Standard|E Standard|Drop D
Living After Midnight|Judas Priest|E Standard|E Standard|E Standard
Painkiller|Judas Priest|E Standard|E Standard|E Standard
Breaking the Law|Judas Priest|E Standard|E Standard|E Standard
You've Got Another Thing Comin'|Judas Priest|E Standard|E Standard|E Standard
Electric Eye|Judas Priest|E Standard|E Standard|E Standard
Dust In The Wind|Kansas|E Standard|E Standard|E Standard
Carry On Wayward Son|Kansas|E Standard|E Standard|E Standard
Desolate Motion|Karawan|E Standard|E Standard|E Standard
Underdog|Kasabian|E Standard|E Standard|E Standard
Breakaway|Kelly Clarkson|E Standard|E Standard|E Standard
Footloose|Kenny Loggins|E Standard|E Standard|E Standard
Use Somebody|Kings of Leon|E Standard|E Standard|E Standard
Lick It Up|Kiss|E Standard|E Standard|E Standard
I Was Made For Loving You|Kiss|E Standard|E Standard|E Standard
Love That's Gone|La Sera|E Standard|E Standard|E Standard
May 16|Lagwagon|E Standard|E Standard|E Standard
Are You Gonna Go My Way|Lenny Kravitz|E Standard|E Standard|E Standard
My Own Worst Enemy|Lit|E Standard|E Standard|Eb Standard
Surf Hell|Little Barrie|E Standard|E Standard|E Standard
Cult of Personality|Living Colour|E Standard|E Standard|E Standard
Working For The Weekend|Loverboy|E Standard|E Standard|E Standard
Moonlight Sonata: Adagio Sostenuto|Ludwig van Beethoven|E Standard|E Standard|E Standard
Ode to Joy|Ludwig van Beethoven|E Standard|E Standard|E Standard
Sweet Home Alabama|Lynyrd Skynyrd|E Standard|E Standard|E Standard
Call Me The Breeze|Lynyrd Skynyrd|E Standard|E Standard|E Standard
Gimme Three Steps|Lynyrd Skynyrd|E Standard|E Standard|E Standard
Free Bird|Lynyrd Skynyrd|E Standard|E Standard|E Standard
Tuesday's Gone|Lynyrd Skynyrd|E Standard|E Standard|E Standard
Black Magic|Magic Wands|E Standard|E Standard|E Standard
Sex and Candy|Marcy Playground|E Standard|E Standard|E Standard
Tourniquet|Marilyn Manson|E Standard|E Standard|E Standard
Tainted Love|Marilyn Manson|E Standard|E Standard|E Standard
Misery|Maroon 5|E Standard|E Standard|E Standard
This Love|Maroon 5|E Standard|E Standard|E Standard
She Will Be Loved|Maroon 5|E Standard|X|Drop D
Harder to Breathe|Maroon 5|E Standard|E Standard|E Standard
Ain't No Mountain High Enough|Marvin Gaye & Tammi Terrell|E Standard|E Standard|E Standard
She's So Mean|Matchbox Twenty|E Standard|E Standard|Drop D
Unwell|Matchbox Twenty|E Standard|E Standard|Drop D
How Far We've Come|Matchbox Twenty|E Standard|E Standard|E Standard
On Top of the World|Matt Montgomery, Brian McCune, Brendan West|E Standard|X|E Standard
Hangar 18|Megadeth|E Standard|E Standard|Drop D
Trust|Megadeth|E Standard|E Standard|E Standard
Tornado Of Souls|Megadeth|E Standard|E Standard|E Standard
Holy Wars' The Punishment Due|Megadeth|E Standard|E Standard|E Standard
Public Enemy No. 1|Megadeth|E Standard|E Standard|Drop D
Symphony of Destruction|Megadeth|E Standard|E Standard|E Standard
Peace Sells|Megadeth|E Standard|E Standard|E Standard
I Keep Forgettin' (Every Time You're Near)|Michael McDonald|E Standard|E Standard|E Standard
No Cigar|Millencolin|E Standard|E Standard|E Standard
Cold Company|Minus the Bear|E Standard|E Standard|E Standard
Die, Die My Darling|Misfits|E Standard|E Standard|E Standard
Last Caress|Misfits|E Standard|E Standard|E Standard
Halloween|Misfits|E Standard|E Standard|E Standard
Where Eagles Dare|Misfits|E Standard|E Standard|E Standard
I Melt With You|Modern English|E Standard|E Standard|E Standard
Float On|Modest Mouse|E Standard|E Standard|E Standard
Mississippi Queen|Mountain|E Standard|E Standard|E Standard
Honey Bee|Muddy Waters|E Standard|E Standard|E Standard
Mannish Boy|Muddy Waters|E Standard|E Standard|E Standard
I Can't Be Satisfied|Muddy Waters|E Standard|E Standard|E Standard
Still A Fool|Muddy Waters|E Standard|E Standard|E Standard
Time is Running Out|Muse|E Standard|X|E Standard
Knights of Cydonia|Muse|E Standard|E Standard|E Standard
Hysteria|Muse|E Standard|E Standard|E Standard
Muscle Museum|Muse|E Standard|E Standard|E Standard
Plug In Baby|Muse|E Standard|X|Drop D
Supermassive Black Hole|Muse|E Standard|E Standard|E Standard
Helena|My Chemical Romance|E Standard|E Standard|E Standard
Famous Last Words|My Chemical Romance|E Standard|E Standard|E Standard
Dead!|My Chemical Romance|E Standard|E Standard|E Standard
Teenagers|My Chemical Romance|E Standard|E Standard|E Standard
Welcome to the Black Parade|My Chemical Romance|E Standard|E Standard|E Standard
I'm Not Okay (I Promise)|My Chemical Romance|E Standard|E Standard|E Standard
Na Na Na (Na Na Na Na Na Na Na Na Na)|My Chemical Romance|E Standard|E Standard|E Standard
Planetary (Go!)|My Chemical Romance|E Standard|E Standard|E Standard
Hair of the Dog|Nazareth|E Standard|E Standard|E Standard
My Friends Over You|New Found Glory|E Standard|E Standard|E Standard
All Downhill from Here|New Found Glory|E Standard|E Standard|E Standard
Hit or Miss|New Found Glory|E Standard|E Standard|E Standard
Rockstar|Nickelback|E Standard|E Standard|E Standard
Breed|Nirvana|E Standard|X|E Standard
In Bloom|Nirvana|E Standard|X|E Standard
Ex-Girlfriend|No Doubt|E Standard|E Standard|E Standard
Spiderwebs|No Doubt|E Standard|E Standard|E Standard
Don't Speak|No Doubt|E Standard|E Standard|E Standard
Supersonic|Oasis|E Standard|E Standard|E Standard
Little Talks|Of Monsters and Men|E Standard|E Standard|E Standard
Dead Man's Party|Oingo Boingo|E Standard|E Standard|E Standard
Counting Stars|OneRepublic|E Standard|E Standard|E Standard
(Sittin' On) The Dock of the Bay|Otis Redding|E Standard|E Standard|E Standard
Hey Ya!|Outkast|E Standard|E Standard|E Standard
The Ballad of Mona Lisa|Panic! At The Disco|E Standard|E Standard|E Standard
Domination|Pantera|E Standard|E Standard|E Standard
Mouth For War|Pantera|E Standard|E Standard|E Standard
Cowboys from Hell|Pantera|E Standard|E Standard|E Standard
Hit Me with Your Best Shot|Pat Benatar|E Standard|E Standard|E Standard
Sore Tummy|PAWS|E Standard|E Standard|E Standard
Jeremy|Pearl Jam|E Standard|E Standard|E Standard
Even Flow|Pearl Jam|E Standard|Drop D|Drop D
Alive|Pearl Jam|E Standard|E Standard|E Standard
Last Exit|Pearl Jam|E Standard|E Standard|E Standard
Rearviewmirror|Pearl Jam|E Standard|E Standard|E Standard
Do the Evolution|Pearl Jam|E Standard|E Standard|E Standard
Black|Pearl Jam|E Standard|E Standard|E Standard
Yellow Ledbetter|Pearl Jam|E Standard|E Standard|E Standard
Do You Feel Like We Do|Peter Frampton|E Standard|E Standard|E Standard
Debaser|Pixies|E Standard|E Standard|E Standard
Where Is My Mind?|Pixies|E Standard|E Standard|E Standard
Wave of Mutilation|Pixies|E Standard|E Standard|E Standard
Here Comes Your Man|Pixies|E Standard|E Standard|E Standard
Monkey Gone to Heaven|Pixies|E Standard|E Standard|E Standard
Hey|Pixies|E Standard|E Standard|E Standard
Self Trap|Playground Kings|E Standard|E Standard|E Standard
Jerry Was A Race Car Driver|Primus|E Standard|E Standard|E Standard
Wynona's Big Brown Beaver|Primus|E Standard|E Standard|E Standard
Tommy The Cat|Primus|E Standard|E Standard|E Standard
South Park Theme|Primus|E Standard|E Standard|E Standard
Notecracker Medley|Pyotr Ilyich Tchaikovsky|E Standard|E Standard|E Standard
Under Pressure|Queen and David Bowie|E Standard|E Standard|E Standard
Stone Cold Crazy|Queen|E Standard|E Standard|E Standard
Keep Yourself Alive|Queen|E Standard|E Standard|E Standard
Killer Queen|Queen|E Standard|E Standard|E Standard
Another One Bites the Dust|Queen|E Standard|E Standard|E Standard
Bohemian Rhapsody|Queen|E Standard|E Standard|E Standard
I Want It All|Queen|E Standard|E Standard|E Standard
Crazy Little Thing Called Love|Queen|E Standard|E Standard|E Standard
We Are the Champions|Queen|E Standard|E Standard|E Standard
Little Sister|Queens of the Stone Age|E Standard|E Standard|E Standard
Make It Wit Chu'|Queens of the Stone Age|E Standard|E Standard|E Standard
Go With the Flow|Queens of the Stone Age|E Standard|E Standard|E Standard
I Appear Missing|Queens of the Stone Age|E Standard|E Standard|E Standard
My God is the Sun|Queens of the Stone Age|E Standard|E Standard|E Standard
Eyes Of A Stranger|Queensr'che|E Standard|E Standard|Drop D
Jet City Woman|Queensr'che|E Standard|E Standard|E Standard
Silent Lucidity|Queensr'che|E Standard|E Standard|Drop D
Losing My Religion|R.E.M.|E Standard|E Standard|E Standard
Everybody Hurts|R.E.M.|E Standard|E Standard|E Standard
The One I Love|R.E.M.|E Standard|E Standard|E Standard
Shiny Happy People|R.E.M.|E Standard|E Standard|E Standard
What's The Frequency, Kenneth?|R.E.M.|E Standard|E Standard|E Standard
High and Dry|Radiohead|E Standard|E Standard|E Standard
Creep|Radiohead|E Standard|E Standard|E Standard
Just|Radiohead|E Standard|E Standard|E Standard
Paranoid Android|Radiohead|E Standard|E Standard|E Standard
Down Rodeo|Rage Against The Machine|E Standard|E Standard|E Standard
Know Your Enemy|Rage Against The Machine|E Standard|X|E Standard
Bombtrack|Rage Against The Machine|E Standard|E Standard|E Standard
Black Betty|Ram Jam|E Standard|E Standard|E Standard
Blitzkrieg Bop|Ramones|E Standard|E Standard|E Standard
Maxwell Murder|Rancid|E Standard|E Standard|E Standard
Time Bomb|Rancid|E Standard|E Standard|E Standard
Ruby Soho|Rancid|E Standard|E Standard|E Standard
California Brain|Rapscallions|E Standard|X|E Standard
Go All The Way|Raspberries|E Standard|E Standard|E Standard
Number Thirteen|Red Fang|E Standard|E Standard|E Standard
Higher Ground|Red Hot Chili Peppers|E Standard|E Standard|E Standard
Come And Get Your Love|Redbone|E Standard|E Standard|E Standard
Beer|Reel big Fish|E Standard|E Standard|E Standard
Take It On The Run|REO Speedwagon|E Standard|E Standard|E Standard
Ride Of The Valkyries|Richard Wagner|E Standard|E Standard|E Standard
Jessie's Girl|Rick Springfield|E Standard|E Standard|E Standard
Hello Mary Lou (Goodbye Heart)|Ricky Nelson|E Standard|E Standard|E Standard
La Bamba|Ritchie Valens|E Standard|E Standard|E Standard
Addicted to Love|Robert Palmer|E Standard|E Standard|Drop D
King of The Road|Roger Miller|E Standard|E Standard|E Standard
Sweet Dreams|Roy Buchanan|E Standard|X|E Standard
Little Monster|Royal Blood|E Standard|C Standard|C Standard
Figure It Out|Royal Blood|E Standard|E Standard|E Standard
Escape (The Pi'a Colada Song)|Rupert Holmes|E Standard|E Standard|E Standard
Fly By Night|Rush|E Standard|E Standard|E Standard
Limelight|Rush|E Standard|X|E Standard
Working Man|Rush|E Standard|E Standard|E Standard
The Spirit of Radio|Rush|E Standard|E Standard|E Standard
Red Barchetta|Rush|E Standard|X|E Standard
La Villa Strangiato|Rush|E Standard|E Standard|E Standard
